pokemon_number,pokemon_name_ch,pokemon_name_jp,pokemon_name_en,pokemon_types,pokemon_abilitys,pokemon_status
448,路卡利歐,ルカリオ,Lucario,"['格鬥', '鋼']","{'普特': ['不屈之心', '精神力'], '夢特': '正義之心'}","{'HP': 70, '攻擊': 110, '防禦': 70, '特攻': 115, '特防': 70, '速度': 90, '總和': 525}"
449,沙河馬,ヒポポタス,Hippopotas,['地面'],"{'普特': '揚沙', '夢特': '沙之力'}","{'HP': 68, '攻擊': 72, '防禦': 78, '特攻': 38, '特防': 42, '速度': 32, '總和': 330}"
450,河馬獸,カバルドン,Hippowdon,['地面'],"{'普特': '揚沙', '夢特': '沙之力'}","{'HP': 108, '攻擊': 112, '防禦': 118, '特攻': 68, '特防': 72, '速度': 47, '總和': 525}"
451,鉗尾蠍,スコルピ,Skorupi,"['毒', '蟲']","{'普特': ['戰鬥盔甲', '狙擊手'], '夢特': '銳利目光'}","{'HP': 40, '攻擊': 50, '防禦': 90, '特攻': 30, '特防': 55, '速度': 65, '總和': 330}"
452,龍王蠍,ドラピオン,Drapion,"['毒', '惡']","{'普特': ['戰鬥盔甲', '狙擊手'], '夢特': '銳利目光'}","{'HP': 70, '攻擊': 90, '防禦': 110, '特攻': 60, '特防': 75, '速度': 95, '總和': 500}"
453,不良蛙,グレッグル,Croagunk,"['毒', '格鬥']","{'普特': ['危險預知', '乾燥皮膚'], '夢特': '毒手'}","{'HP': 48, '攻擊': 61, '防禦': 40, '特攻': 61, '特防': 40, '速度': 50, '總和': 300}"
454,毒骷蛙,ドクロッグ,Toxicroak,"['毒', '格鬥']","{'普特': ['危險預知', '乾燥皮膚'], '夢特': '毒手'}","{'HP': 83, '攻擊': 106, '防禦': 65, '特攻': 86, '特防': 65, '速度': 85, '總和': 490}"
455,尖牙籠,マスキッパ,Carnivine,['草'],{'普特': '飄浮'},"{'HP': 74, '攻擊': 100, '防禦': 72, '特攻': 90, '特防': 72, '速度': 46, '總和': 454}"
456,熒光魚,ケイコウオ,Finneon,['水'],"{'普特': ['悠遊自如', '引水'], '夢特': '水幕'}","{'HP': 49, '攻擊': 49, '防禦': 56, '特攻': 49, '特防': 61, '速度': 66, '總和': 330}"
457,霓虹魚,ネオラント,Lumineon,['水'],"{'普特': ['悠遊自如', '引水'], '夢特': '水幕'}","{'HP': 69, '攻擊': 69, '防禦': 76, '特攻': 69, '特防': 86, '速度': 91, '總和': 460}"
458,小球飛魚,タマンタ,Mantyke,"['水', '飛行']","{'普特': ['悠遊自如', '儲水'], '夢特': '水幕'}","{'HP': 45, '攻擊': 20, '防禦': 50, '特攻': 60, '特防': 120, '速度': 50, '總和': 345}"
459,雪笠怪,ユキカブリ,Snover,"['草', '冰']","{'普特': '降雪', '夢特': '隔音'}","{'HP': 60, '攻擊': 62, '防禦': 50, '特攻': 62, '特防': 60, '速度': 40, '總和': 334}"
460,暴雪王,ユキノオー,Abomasnow,"['草', '冰']","{'普特': '降雪', '夢特': '隔音'}","{'HP': 90, '攻擊': 92, '防禦': 75, '特攻': 92, '特防': 85, '速度': 60, '總和': 494}"
461,瑪狃拉,マニューラ,Weavile,"['惡', '冰']","{'普特': '壓迫感', '夢特': '順手牽羊'}","{'HP': 70, '攻擊': 120, '防禦': 65, '特攻': 45, '特防': 85, '速度': 125, '總和': 510}"
462,自爆磁怪,ジバコイル,Magnezone,"['電', '鋼']","{'普特': ['磁力', '結實'], '夢特': '分析'}","{'HP': 70, '攻擊': 70, '防禦': 115, '特攻': 130, '特防': 90, '速度': 60, '總和': 535}"
463,大舌舔,ベロベルト,Lickilicky,['一般'],"{'普特': ['我行我素', '遲鈍'], '夢特': '無關天氣'}","{'HP': 110, '攻擊': 85, '防禦': 95, '特攻': 80, '特防': 95, '速度': 50, '總和': 515}"
464,超甲狂犀,ドサイドン,Rhyperior,"['地面', '岩石']","{'普特': ['避雷針', '堅硬岩石'], '夢特': '捨身'}","{'HP': 115, '攻擊': 140, '防禦': 130, '特攻': 55, '特防': 55, '速度': 40, '總和': 535}"
465,巨蔓藤,モジャンボ,Tangrowth,['草'],"{'普特': ['葉綠素', '葉子防守'], '夢特': '再生力'}","{'HP': 100, '攻擊': 100, '防禦': 125, '特攻': 110, '特防': 50, '速度': 50, '總和': 535}"
466,電擊魔獸,エレキブル,Electivire,['電'],"{'普特': '電氣引擎', '夢特': '幹勁'}","{'HP': 75, '攻擊': 123, '防禦': 67, '特攻': 95, '特防': 85, '速度': 95, '總和': 540}"
467,鴨嘴炎獸,ブーバーン,Magmortar,['火'],"{'普特': '火焰之軀', '夢特': '幹勁'}","{'HP': 75, '攻擊': 95, '防禦': 67, '特攻': 125, '特防': 95, '速度': 83, '總和': 540}"
468,波克基斯,トゲキッス,Togekiss,"['妖精', '飛行']","{'普特': ['活力', '天恩'], '夢特': '超幸運'}","{'HP': 85, '攻擊': 50, '防禦': 95, '特攻': 120, '特防': 115, '速度': 80, '總和': 545}"
469,遠古巨蜓,メガヤンマ,Yanmega,"['蟲', '飛行']","{'普特': ['加速', '有色眼鏡'], '夢特': '察覺'}","{'HP': 86, '攻擊': 76, '防禦': 86, '特攻': 116, '特防': 56, '速度': 95, '總和': 515}"
470,葉伊布,リーフィア,Leafeon,['草'],"{'普特': '葉子防守', '夢特': '葉綠素'}","{'HP': 65, '攻擊': 110, '防禦': 130, '特攻': 60, '特防': 65, '速度': 95, '總和': 525}"
471,冰伊布,グレイシア,Glaceon,['冰'],"{'普特': '雪隱', '夢特': '冰凍之軀'}","{'HP': 65, '攻擊': 60, '防禦': 110, '特攻': 130, '特防': 95, '速度': 65, '總和': 525}"
472,天蠍王,グライオン,Gliscor,"['地面', '飛行']","{'普特': ['怪力鉗', '沙隱'], '夢特': '毒療'}","{'HP': 75, '攻擊': 95, '防禦': 125, '特攻': 45, '特防': 75, '速度': 95, '總和': 510}"
473,象牙豬,マンムー,Mamoswine,"['冰', '地面']","{'普特': ['遲鈍', '雪隱'], '夢特': '厚脂肪'}","{'HP': 110, '攻擊': 130, '防禦': 80, '特攻': 70, '特防': 60, '速度': 80, '總和': 530}"
474,多邊獸Ｚ,ポリゴンＺ,Porygon-Z,['一般'],"{'普特': ['適應力', '下載'], '夢特': '分析'}","{'HP': 85, '攻擊': 80, '防禦': 70, '特攻': 135, '特防': 75, '速度': 90, '總和': 535}"
475,艾路雷朵,エルレイド,Gallade,"['超能力', '格鬥']","{'普特': '不屈之心', '夢特': '正義之心'}","{'HP': 68, '攻擊': 125, '防禦': 65, '特攻': 65, '特防': 115, '速度': 80, '總和': 518}"
476,大朝北鼻,ダイノーズ,Probopass,"['岩石', '鋼']","{'普特': ['結實', '磁力'], '夢特': '沙之力'}","{'HP': 60, '攻擊': 55, '防禦': 145, '特攻': 75, '特防': 150, '速度': 40, '總和': 525}"
477,黑夜魔靈,ヨノワール,Dusknoir,['幽靈'],"{'普特': '壓迫感', '夢特': '察覺'}","{'HP': 45, '攻擊': 100, '防禦': 135, '特攻': 65, '特防': 135, '速度': 45, '總和': 525}"
478,雪妖女,ユキメノコ,Froslass,"['冰', '幽靈']","{'普特': '雪隱', '夢特': '詛咒之軀'}","{'HP': 70, '攻擊': 80, '防禦': 70, '特攻': 80, '特防': 70, '速度': 110, '總和': 480}"
479,洛託姆,ロトム,Rotom,"['電', '幽靈']",{'普特': '飄浮'},"{'HP': 50, '攻擊': 50, '防禦': 77, '特攻': 95, '特防': 77, '速度': 91, '總和': 440}"
480,由克希,ユクシー,Uxie,['超能力'],{'普特': '飄浮'},"{'HP': 75, '攻擊': 75, '防禦': 130, '特攻': 75, '特防': 130, '速度': 95, '總和': 580}"
481,艾姆利多,エムリット,Mesprit,['超能力'],{'普特': '飄浮'},"{'HP': 80, '攻擊': 105, '防禦': 105, '特攻': 105, '特防': 105, '速度': 80, '總和': 580}"
482,亞克諾姆,アグノム,Azelf,['超能力'],{'普特': '飄浮'},"{'HP': 75, '攻擊': 125, '防禦': 70, '特攻': 125, '特防': 70, '速度': 115, '總和': 580}"
483,帝牙盧卡,ディアルガ,Dialga,"['鋼', '龍']","{'普特': '壓迫感', '夢特': '心靈感應'}","{'HP': 100, '攻擊': 120, '防禦': 120, '特攻': 150, '特防': 100, '速度': 90, '總和': 680}"
484,帕路奇亞,パルキア,Palkia,"['水', '龍']","{'普特': '壓迫感', '夢特': '心靈感應'}","{'HP': 90, '攻擊': 120, '防禦': 100, '特攻': 150, '特防': 120, '速度': 100, '總和': 680}"
485,席多藍恩,ヒードラン,Heatran,"['火', '鋼']","{'普特': '引火', '夢特': '火焰之軀'}","{'HP': 91, '攻擊': 90, '防禦': 106, '特攻': 130, '特防': 106, '速度': 77, '總和': 600}"
486,雷吉奇卡斯,レジギガス,Regigigas,['一般'],{'普特': '慢啟動'},"{'HP': 110, '攻擊': 160, '防禦': 110, '特攻': 80, '特防': 110, '速度': 100, '總和': 670}"
487,騎拉帝納,ギラティナ,Giratina,"['幽靈', '龍']","{'普特': '壓迫感', '夢特': '心靈感應'}","{'HP': 150, '攻擊': 100, '防禦': 120, '特攻': 100, '特防': 120, '速度': 90, '總和': 680}"
488,克雷色利亞,クレセリア,Cresselia,['超能力'],{'普特': '飄浮'},"{'HP': 120, '攻擊': 70, '防禦': 120, '特攻': 75, '特防': 130, '速度': 85, '總和': 600}"
489,霏歐納,フィオネ,Phione,['水'],{'普特': '溼潤之軀'},"{'HP': 80, '攻擊': 80, '防禦': 80, '特攻': 80, '特防': 80, '速度': 80, '總和': 480}"
490,瑪納霏,マナフィ,Manaphy,['水'],{'普特': '溼潤之軀'},"{'HP': 100, '攻擊': 100, '防禦': 100, '特攻': 100, '特防': 100, '速度': 100, '總和': 600}"
491,達克萊伊,ダークライ,Darkrai,['惡'],{'普特': '夢魘'},"{'HP': 70, '攻擊': 90, '防禦': 90, '特攻': 135, '特防': 90, '速度': 125, '總和': 600}"
492,謝米,シェイミ,Shaymin,['草'],{'普特': '自然回覆'},"{'HP': 100, '攻擊': 100, '防禦': 100, '特攻': 100, '特防': 100, '速度': 100, '總和': 600}"
493,阿爾宙斯,アルセウス,Arceus,['一般'],{'普特': '多屬性'},"{'HP': 120, '攻擊': 120, '防禦': 120, '特攻': 120, '特防': 120, '速度': 120, '總和': 720}"
494,比克提尼,ビクティニ,Victini,"['超能力', '火']",{'普特': '勝利之星'},"{'HP': 100, '攻擊': 100, '防禦': 100, '特攻': 100, '特防': 100, '速度': 100, '總和': 600}"
495,藤藤蛇,ツタージャ,Snivy,['草'],"{'普特': '茂盛', '夢特': '唱反調'}","{'HP': 45, '攻擊': 45, '防禦': 55, '特攻': 45, '特防': 55, '速度': 63, '總和': 308}"
496,青藤蛇,ジャノビー,Servine,['草'],"{'普特': '茂盛', '夢特': '唱反調'}","{'HP': 60, '攻擊': 60, '防禦': 75, '特攻': 60, '特防': 75, '速度': 83, '總和': 413}"
497,君主蛇,ジャローダ,Serperior,['草'],"{'普特': '茂盛', '夢特': '唱反調'}","{'HP': 75, '攻擊': 75, '防禦': 95, '特攻': 75, '特防': 95, '速度': 113, '總和': 528}"
498,暖暖豬,ポカブ,Tepig,['火'],"{'普特': '猛火', '夢特': '厚脂肪'}","{'HP': 65, '攻擊': 63, '防禦': 45, '特攻': 45, '特防': 45, '速度': 45, '總和': 308}"
499,炒炒豬,チャオブー,Pignite,"['火', '格鬥']","{'普特': '猛火', '夢特': '厚脂肪'}","{'HP': 90, '攻擊': 93, '防禦': 55, '特攻': 70, '特防': 55, '速度': 55, '總和': 418}"
500,炎武王,エンブオー,Emboar,"['火', '格鬥']","{'普特': '猛火', '夢特': '捨身'}","{'HP': 110, '攻擊': 123, '防禦': 65, '特攻': 100, '特防': 65, '速度': 65, '總和': 528}"
501,水水獺,ミジュマル,Oshawott,['水'],"{'普特': '激流', '夢特': '硬殼盔甲'}","{'HP': 55, '攻擊': 55, '防禦': 45, '特攻': 63, '特防': 45, '速度': 45, '總和': 308}"
502,雙刃丸,フタチマル,Dewott,['水'],"{'普特': '激流', '夢特': '硬殼盔甲'}","{'HP': 75, '攻擊': 75, '防禦': 60, '特攻': 83, '特防': 60, '速度': 60, '總和': 413}"
503,大劍鬼,ダイケンキ,Samurott,['水'],"{'普特': '激流', '夢特': '硬殼盔甲'}","{'HP': 95, '攻擊': 100, '防禦': 85, '特攻': 108, '特防': 70, '速度': 70, '總和': 528}"
504,探探鼠,ミネズミ,Patrat,['一般'],"{'普特': ['逃跑', '銳利目光'], '夢特': '分析'}","{'HP': 45, '攻擊': 55, '防禦': 39, '特攻': 35, '特防': 39, '速度': 42, '總和': 255}"
505,步哨鼠,ミルホッグ,Watchog,['一般'],"{'普特': ['發光', '銳利目光'], '夢特': '分析'}","{'HP': 60, '攻擊': 85, '防禦': 69, '特攻': 60, '特防': 69, '速度': 77, '總和': 420}"
506,小約克,ヨーテリー,Lillipup,['一般'],"{'普特': ['幹勁', '撿拾'], '夢特': '逃跑'}","{'HP': 45, '攻擊': 60, '防禦': 45, '特攻': 25, '特防': 45, '速度': 55, '總和': 275}"
507,哈約克,ハーデリア,Herdier,['一般'],"{'普特': ['威嚇', '撥沙'], '夢特': '膽量'}","{'HP': 65, '攻擊': 80, '防禦': 65, '特攻': 35, '特防': 65, '速度': 60, '總和': 370}"
508,長毛狗,ムーランド,Stoutland,['一般'],"{'普特': ['威嚇', '撥沙'], '夢特': '膽量'}","{'HP': 85, '攻擊': 110, '防禦': 90, '特攻': 45, '特防': 90, '速度': 80, '總和': 500}"
509,扒手貓,チョロネコ,Purrloin,['惡'],"{'普特': ['柔軟', '輕裝'], '夢特': '惡作劇之心'}","{'HP': 41, '攻擊': 50, '防禦': 37, '特攻': 50, '特防': 37, '速度': 66, '總和': 281}"
510,酷豹,レパルダス,Liepard,['惡'],"{'普特': ['柔軟', '輕裝'], '夢特': '惡作劇之心'}","{'HP': 64, '攻擊': 88, '防禦': 50, '特攻': 88, '特防': 50, '速度': 106, '總和': 446}"
511,花椰猴,ヤナップ,Pansage,['草'],"{'普特': '貪吃鬼', '夢特': '茂盛'}","{'HP': 50, '攻擊': 53, '防禦': 48, '特攻': 53, '特防': 48, '速度': 64, '總和': 316}"
512,花椰猿,ヤナッキー,Simisage,['草'],"{'普特': '貪吃鬼', '夢特': '茂盛'}","{'HP': 75, '攻擊': 98, '防禦': 63, '特攻': 98, '特防': 63, '速度': 101, '總和': 498}"
513,爆香猴,バオップ,Pansear,['火'],"{'普特': '貪吃鬼', '夢特': '猛火'}","{'HP': 50, '攻擊': 53, '防禦': 48, '特攻': 53, '特防': 48, '速度': 64, '總和': 316}"
514,爆香猿,バオッキー,Simisear,['火'],"{'普特': '貪吃鬼', '夢特': '猛火'}","{'HP': 75, '攻擊': 98, '防禦': 63, '特攻': 98, '特防': 63, '速度': 101, '總和': 498}"
515,冷水猴,ヒヤップ,Panpour,['水'],"{'普特': '貪吃鬼', '夢特': '激流'}","{'HP': 50, '攻擊': 53, '防禦': 48, '特攻': 53, '特防': 48, '速度': 64, '總和': 316}"
516,冷水猿,ヒヤッキー,Simipour,['水'],"{'普特': '貪吃鬼', '夢特': '激流'}","{'HP': 75, '攻擊': 98, '防禦': 63, '特攻': 98, '特防': 63, '速度': 101, '總和': 498}"
517,食夢夢,ムンナ,Munna,['超能力'],"{'普特': ['預知夢', '同步'], '夢特': '心靈感應'}","{'HP': 76, '攻擊': 25, '防禦': 45, '特攻': 67, '特防': 55, '速度': 24, '總和': 292}"
518,夢夢蝕,ムシャーナ,Musharna,['超能力'],"{'普特': ['預知夢', '同步'], '夢特': '心靈感應'}","{'HP': 116, '攻擊': 55, '防禦': 85, '特攻': 107, '特防': 95, '速度': 29, '總和': 487}"
519,豆豆鴿,マメパト,Pidove,"['一般', '飛行']","{'普特': ['健壯胸肌', '超幸運'], '夢特': '鬥爭心'}","{'HP': 50, '攻擊': 55, '防禦': 50, '特攻': 36, '特防': 30, '速度': 43, '總和': 264}"
520,咕咕鴿,ハトーボー,Tranquill,"['一般', '飛行']","{'普特': ['健壯胸肌', '超幸運'], '夢特': '鬥爭心'}","{'HP': 62, '攻擊': 77, '防禦': 62, '特攻': 50, '特防': 42, '速度': 65, '總和': 358}"
521,高傲雉雞,ケンホロウ,Unfezant,"['一般', '飛行']","{'普特': ['健壯胸肌', '超幸運'], '夢特': '鬥爭心'}","{'HP': 80, '攻擊': 115, '防禦': 80, '特攻': 65, '特防': 55, '速度': 93, '總和': 488}"
522,斑斑馬,シママ,Blitzle,['電'],"{'普特': ['避雷針', '電氣引擎'], '夢特': '食草'}","{'HP': 45, '攻擊': 60, '防禦': 32, '特攻': 50, '特防': 32, '速度': 76, '總和': 295}"
523,雷電斑馬,ゼブライカ,Zebstrika,['電'],"{'普特': ['避雷針', '電氣引擎'], '夢特': '食草'}","{'HP': 75, '攻擊': 100, '防禦': 63, '特攻': 80, '特防': 63, '速度': 116, '總和': 497}"
524,石丸子,ダンゴロ,Roggenrola,['岩石'],"{'普特': ['結實', '碎裂鎧甲'], '夢特': '沙之力'}","{'HP': 55, '攻擊': 75, '防禦': 85, '特攻': 25, '特防': 25, '速度': 15, '總和': 280}"
525,地幔巖,ガントル,Boldore,['岩石'],"{'普特': ['結實', '碎裂鎧甲'], '夢特': '沙之力'}","{'HP': 70, '攻擊': 105, '防禦': 105, '特攻': 50, '特防': 40, '速度': 20, '總和': 390}"
526,龐巖怪,ギガイアス,Gigalith,['岩石'],"{'普特': ['結實', '揚沙'], '夢特': '沙之力'}","{'HP': 85, '攻擊': 135, '防禦': 130, '特攻': 60, '特防': 80, '速度': 25, '總和': 515}"
527,滾滾蝙蝠,コロモリ,Woobat,"['超能力', '飛行']","{'普特': ['純樸', '笨拙'], '夢特': '單純'}","{'HP': 65, '攻擊': 45, '防禦': 43, '特攻': 55, '特防': 43, '速度': 72, '總和': 323}"
528,心蝙蝠,ココロモリ,Swoobat,"['超能力', '飛行']","{'普特': ['純樸', '笨拙'], '夢特': '單純'}","{'HP': 67, '攻擊': 57, '防禦': 55, '特攻': 77, '特防': 55, '速度': 114, '總和': 425}"
529,螺釘地鼠,モグリュー,Drilbur,['地面'],"{'普特': ['撥沙', '沙之力'], '夢特': '破格'}","{'HP': 60, '攻擊': 85, '防禦': 40, '特攻': 30, '特防': 45, '速度': 68, '總和': 328}"
530,龍頭地鼠,ドリュウズ,Excadrill,"['地面', '鋼']","{'普特': ['撥沙', '沙之力'], '夢特': '破格'}","{'HP': 110, '攻擊': 135, '防禦': 60, '特攻': 50, '特防': 65, '速度': 88, '總和': 508}"
531,差不多娃娃,タブンネ,Audino,['一般'],"{'普特': ['治癒之心', '再生力'], '夢特': '笨拙'}","{'HP': 103, '攻擊': 60, '防禦': 86, '特攻': 60, '特防': 86, '速度': 50, '總和': 445}"
532,搬運小匠,ドッコラー,Timburr,['格鬥'],"{'普特': ['毅力', '強行'], '夢特': '鐵拳'}","{'HP': 75, '攻擊': 80, '防禦': 55, '特攻': 25, '特防': 35, '速度': 35, '總和': 305}"
533,鐵骨土人,ドテッコツ,Gurdurr,['格鬥'],"{'普特': ['毅力', '強行'], '夢特': '鐵拳'}","{'HP': 85, '攻擊': 105, '防禦': 85, '特攻': 40, '特防': 50, '速度': 40, '總和': 405}"
534,修建老匠,ローブシン,Conkeldurr,['格鬥'],"{'普特': ['毅力', '強行'], '夢特': '鐵拳'}","{'HP': 105, '攻擊': 140, '防禦': 95, '特攻': 55, '特防': 65, '速度': 45, '總和': 505}"
535,圓蝌蚪,オタマロ,Tympole,['水'],"{'普特': ['悠遊自如', '溼潤之軀'], '夢特': '儲水'}","{'HP': 50, '攻擊': 50, '防禦': 40, '特攻': 50, '特防': 40, '速度': 64, '總和': 294}"
536,藍蟾蜍,ガマガル,Palpitoad,"['水', '地面']","{'普特': ['悠遊自如', '溼潤之軀'], '夢特': '儲水'}","{'HP': 75, '攻擊': 65, '防禦': 55, '特攻': 65, '特防': 55, '速度': 69, '總和': 384}"
537,蟾蜍王,ガマゲロゲ,Seismitoad,"['水', '地面']","{'普特': ['悠遊自如', '毒手'], '夢特': '儲水'}","{'HP': 105, '攻擊': 95, '防禦': 75, '特攻': 85, '特防': 75, '速度': 74, '總和': 509}"
538,投摔鬼,ナゲキ,Throh,['格鬥'],"{'普特': ['毅力', '精神力'], '夢特': '破格'}","{'HP': 120, '攻擊': 100, '防禦': 85, '特攻': 30, '特防': 85, '速度': 45, '總和': 465}"
539,打擊鬼,ダゲキ,Sawk,['格鬥'],"{'普特': ['結實', '精神力'], '夢特': '破格'}","{'HP': 75, '攻擊': 125, '防禦': 75, '特攻': 30, '特防': 75, '速度': 85, '總和': 465}"
540,蟲寶包,クルミル,Sewaddle,"['蟲', '草']","{'普特': ['蟲之預感', '葉綠素'], '夢特': '防塵'}","{'HP': 45, '攻擊': 53, '防禦': 70, '特攻': 40, '特防': 60, '速度': 42, '總和': 310}"
541,寶包繭,クルマユ,Swadloon,"['蟲', '草']","{'普特': ['葉子防守', '葉綠素'], '夢特': '防塵'}","{'HP': 55, '攻擊': 63, '防禦': 90, '特攻': 50, '特防': 80, '速度': 42, '總和': 380}"
542,保姆蟲,ハハコモリ,Leavanny,"['蟲', '草']","{'普特': ['蟲之預感', '葉綠素'], '夢特': '防塵'}","{'HP': 75, '攻擊': 103, '防禦': 80, '特攻': 70, '特防': 80, '速度': 92, '總和': 500}"
543,百足蜈蚣,フシデ,Venipede,"['蟲', '毒']","{'普特': ['毒刺', '蟲之預感'], '夢特': '加速'}","{'HP': 30, '攻擊': 45, '防禦': 59, '特攻': 30, '特防': 39, '速度': 57, '總和': 260}"
544,車輪球,ホイーガ,Whirlipede,"['蟲', '毒']","{'普特': ['毒刺', '蟲之預感'], '夢特': '加速'}","{'HP': 40, '攻擊': 55, '防禦': 99, '特攻': 40, '特防': 79, '速度': 47, '總和': 360}"
545,蜈蚣王,ペンドラー,Scolipede,"['蟲', '毒']","{'普特': ['毒刺', '蟲之預感'], '夢特': '加速'}","{'HP': 60, '攻擊': 100, '防禦': 89, '特攻': 55, '特防': 69, '速度': 112, '總和': 485}"
546,木棉球,モンメン,Cottonee,"['草', '妖精']","{'普特': ['惡作劇之心', '穿透'], '夢特': '葉綠素'}","{'HP': 40, '攻擊': 27, '防禦': 60, '特攻': 37, '特防': 50, '速度': 66, '總和': 280}"
547,風妖精,エルフーン,Whimsicott,"['草', '妖精']","{'普特': ['惡作劇之心', '穿透'], '夢特': '葉綠素'}","{'HP': 60, '攻擊': 67, '防禦': 85, '特攻': 77, '特防': 75, '速度': 116, '總和': 480}"
548,百合根娃娃,チュリネ,Petilil,['草'],"{'普特': ['葉綠素', '我行我素'], '夢特': '葉子防守'}","{'HP': 45, '攻擊': 35, '防禦': 50, '特攻': 70, '特防': 50, '速度': 30, '總和': 280}"
549,裙兒小姐,ドレディア,Lilligant,['草'],"{'普特': ['葉綠素', '我行我素'], '夢特': '葉子防守'}","{'HP': 70, '攻擊': 60, '防禦': 75, '特攻': 110, '特防': 75, '速度': 90, '總和': 480}"
550,野蠻鱸魚,バスラオ,Basculin,['水'],"{'普特': ['捨身', '適應力'], '夢特': '破格'}","{'HP': 70, '攻擊': 92, '防禦': 65, '特攻': 80, '特防': 55, '速度': 98, '總和': 460}"
551,黑眼鱷,メグロコ,Sandile,"['地面', '惡']","{'普特': ['威嚇', '自信過度'], '夢特': '憤怒穴位'}","{'HP': 50, '攻擊': 72, '防禦': 35, '特攻': 35, '特防': 35, '速度': 65, '總和': 292}"
552,混混鱷,ワルビル,Krokorok,"['地面', '惡']","{'普特': ['威嚇', '自信過度'], '夢特': '憤怒穴位'}","{'HP': 60, '攻擊': 82, '防禦': 45, '特攻': 45, '特防': 45, '速度': 74, '總和': 351}"
553,流氓鱷,ワルビアル,Krookodile,"['地面', '惡']","{'普特': ['威嚇', '自信過度'], '夢特': '憤怒穴位'}","{'HP': 95, '攻擊': 117, '防禦': 80, '特攻': 65, '特防': 70, '速度': 92, '總和': 519}"
554,火紅不倒翁,ダルマッカ,Darumaka,['火'],"{'普特': '活力', '夢特': '精神力'}","{'HP': 70, '攻擊': 90, '防禦': 45, '特攻': 15, '特防': 45, '速度': 50, '總和': 315}"
555,達摩狒狒,ヒヒダルマ,Darmanitan,['火'],"{'普特': '強行', '夢特': '達摩模式'}","{'HP': 105, '攻擊': 140, '防禦': 55, '特攻': 30, '特防': 55, '速度': 95, '總和': 480}"
556,沙鈴仙人掌,マラカッチ,Maractus,['草'],"{'普特': ['儲水', '葉綠素'], '夢特': '引水'}","{'HP': 75, '攻擊': 86, '防禦': 67, '特攻': 106, '特防': 67, '速度': 60, '總和': 461}"
557,石居蟹,イシズマイ,Dwebble,"['蟲', '岩石']","{'普特': ['結實', '硬殼盔甲'], '夢特': '碎裂鎧甲'}","{'HP': 50, '攻擊': 65, '防禦': 85, '特攻': 35, '特防': 35, '速度': 55, '總和': 325}"
558,巖殿居蟹,イワパレス,Crustle,"['蟲', '岩石']","{'普特': ['結實', '硬殼盔甲'], '夢特': '碎裂鎧甲'}","{'HP': 70, '攻擊': 105, '防禦': 125, '特攻': 65, '特防': 75, '速度': 45, '總和': 485}"
559,滑滑小子,ズルッグ,Scraggy,"['惡', '格鬥']","{'普特': ['蛻皮', '自信過度'], '夢特': '威嚇'}","{'HP': 50, '攻擊': 75, '防禦': 70, '特攻': 35, '特防': 70, '速度': 48, '總和': 348}"
560,頭巾混混,ズルズキン,Scrafty,"['惡', '格鬥']","{'普特': ['蛻皮', '自信過度'], '夢特': '威嚇'}","{'HP': 65, '攻擊': 90, '防禦': 115, '特攻': 45, '特防': 115, '速度': 58, '總和': 488}"
561,象徵鳥,シンボラー,Sigilyph,"['超能力', '飛行']","{'普特': ['奇蹟皮膚', '魔法防守'], '夢特': '有色眼鏡'}","{'HP': 72, '攻擊': 58, '防禦': 80, '特攻': 103, '特防': 80, '速度': 97, '總和': 490}"
562,哭哭面具,デスマス,Yamask,['幽靈'],{'普特': '木乃伊'},"{'HP': 38, '攻擊': 30, '防禦': 85, '特攻': 55, '特防': 65, '速度': 30, '總和': 303}"
563,死神棺,デスカーン,Cofagrigus,['幽靈'],{'普特': '木乃伊'},"{'HP': 58, '攻擊': 50, '防禦': 145, '特攻': 95, '特防': 105, '速度': 30, '總和': 483}"
564,原蓋海龜,プロトーガ,Tirtouga,"['水', '岩石']","{'普特': ['堅硬岩石', '結實'], '夢特': '悠遊自如'}","{'HP': 54, '攻擊': 78, '防禦': 103, '特攻': 53, '特防': 45, '速度': 22, '總和': 355}"
565,肋骨海龜,アバゴーラ,Carracosta,"['水', '岩石']","{'普特': ['堅硬岩石', '結實'], '夢特': '悠遊自如'}","{'HP': 74, '攻擊': 108, '防禦': 133, '特攻': 83, '特防': 65, '速度': 32, '總和': 495}"
566,始祖小鳥,アーケン,Archen,"['岩石', '飛行']",{'普特': '軟弱'},"{'HP': 55, '攻擊': 112, '防禦': 45, '特攻': 74, '特防': 45, '速度': 70, '總和': 401}"
567,始祖大鳥,アーケオス,Archeops,"['岩石', '飛行']",{'普特': '軟弱'},"{'HP': 75, '攻擊': 140, '防禦': 65, '特攻': 112, '特防': 65, '速度': 110, '總和': 567}"
568,破破袋,ヤブクロン,Trubbish,['毒'],"{'普特': ['惡臭', '黏著'], '夢特': '引爆'}","{'HP': 50, '攻擊': 50, '防禦': 62, '特攻': 40, '特防': 62, '速度': 65, '總和': 329}"
569,灰塵山,ダストダス,Garbodor,['毒'],"{'普特': ['惡臭', '碎裂鎧甲'], '夢特': '引爆'}","{'HP': 80, '攻擊': 95, '防禦': 82, '特攻': 60, '特防': 82, '速度': 75, '總和': 474}"
